PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT (2020),BIN,BBL,NTA (2020)
1EVP,Q019,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 19 - QUEENS,98-02 ROOSEVELT AVENUE,67425,03/08/2023,QUEENS,11368,40.749381,-73.867354,404,21,40901,4000000,4016070001,QN0402
1EVQ,Q041,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 41 - QUEENS,214-43 35 AVENUE,65787,03/08/2023,QUEENS,11361,40.769601,-73.770863,411,19,1097,4135975,4061210001,QN1102
1EVR,Q052,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 52 - QUEENS,178-37 146 TERRACE,59592,03/08/2023,QUEENS,11434,40.661122,-73.766733,413,31,320,4285972,4133530020,QN1306
1EVT,Q062,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 62 - QUEENS,97-25 108 STREET,83322,03/08/2023,QUEENS,11419,40.688577,-73.836162,409,29,110,4197909,4094100001,QN0903
1EVU,Q064,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 64 - QUEENS,82-01 101 AVENUE,62574,03/08/2023,QUEENS,11416,40.681172,-73.856918,409,32,42,4188214,4090530014,QN0904
1EVV,Q081,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 81 - QUEENS,559 CYPRESS AVENUE,62574,03/08/2023,QUEENS,11385,40.703765,-73.912344,405,34,545,4082076,4034370001,QN0502
1EVW,Q097,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 97 - QUEENS,85-52 85 STREET,60936,03/08/2023,QUEENS,11421,40.694518,-73.859659,409,32,12,4181565,4088550020,QN0905
1EVX,Q111,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 111 - QUEENS,37-15 13 STREET,82557,03/08/2023,QUEENS,11101,40.758831,-73.93938,401,26,43,4004419,4003630001,QN0105
1EVY,Q114,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 114 - QUEENS,134-01 CRONSTON AVENUE,60936,03/08/2023,QUEENS,11694,40.578261,-73.854403,414,32,928,4305615,4162570001,QN1403
1EVZ,Q123,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 123 - QUEENS,145-01 119 AVENUE,64443,03/08/2023,QUEENS,11436,40.678296,-73.79562,412,28,18402,4260828,4120190010,QN1203
1EW0,Q124,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 124 - QUEENS,129-15 150 AVENUE,68769,03/08/2023,QUEENS,11420,40.665058,-73.811701,410,28,84602,4257530,4118820001,QN1001
1EW1,Q139,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 139 - QUEENS,93-06 63 DRIVE,138746,03/08/2023,QUEENS,11374,40.72814,-73.863582,406,30,693,4072457,4030950050,QN0601
1EW2,Q144,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 144 - QUEENS,69-20 JUNO STREET,57429,03/08/2023,QUEENS,11375,40.715281,-73.852412,406,29,729,4614902,4032120001,QN0602
1EW3,Q146,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 146 - QUEENS,98-01 159 AVENUE,62280,03/08/2023,QUEENS,11414,40.659873,-73.835068,410,32,884,4295163,4141680016,QN1003
1EW4,Q156,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 156 - QUEENS,229-02 137 AVENUE,92852,03/08/2023,QUEENS,11413,40.673069,-73.743173,413,31,646,4283015,4131700012,QN1305
1EW5,Q159,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 159 - QUEENS,205-01 33 AVENUE,61755,03/08/2023,QUEENS,11361,40.76936,-73.783943,411,19,1099,4134525,4060380013,QN1101
1EW6,Q161,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 161 - QUEENS,101-33 124TH STREET,52872,03/08/2023,QUEENS,11419,40.690798,-73.821657,409,29,156,4200748,4094910001,QN0903
1EW7,Q178,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 178 - QUEENS,189-10 RADNOR ROAD,56085,03/08/2023,QUEENS,11423,40.724479,-73.777454,408,23,1277,4156558,4072770001,QN0804
1EW8,Q181,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 181 - QUEENS,148-15 230 STREET,51234,03/08/2023,QUEENS,11413,40.656126,-73.753207,413,31,694,4291453,4137180001,QN1306
1EW9,Q221,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 221 - QUEENS,57-40 MARATHON PARKWAY,63624,03/08/2023,QUEENS,11362,40.759404,-73.731299,411,23,152901,4171759,4082760620,QN1103
1EWA,Q230,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 230 - QUEENS,73-10 34TH AVENUE,62280,03/08/2023,QUEENS,11372,40.752866,-73.893193,403,25,289,4028931,4012600001,QN0301
1EWB,Q253,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 253 - QUEENS,1307 CENTRAL AVENUE,64443,03/08/2023,QUEENS,11691,40.60729,-73.7494,414,31,103202,4297972,4155410001,QN1401
1EWC,Q270,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. / I.S. 270 - QUEENS,233-15 MERRICK BOULEVARD,148742,03/08/2023,QUEENS,11422,40.674831,-73.736713,413,31,618,4529511,4129730001,QN1305
1EWD,R014,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 078 - STATEN ISLAND,100 TOMPKINS AVENUE,54216,03/08/2023,STATEN IS,10304,40.622293,-74.078425,501,49,29,5014176,5005450110,SI0102
1EWE,R055,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 55 - STATEN ISLAND,54 OSBORNE STREET,82385,03/08/2023,STATEN IS,10312,40.536639,-74.163815,503,51,15602,5069075,5053360001,SI0302
1EWF,X002,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,BRONX CNTR FOR SCIENCE & MATH,1365 FULTON AVENUE,65787,03/08/2023,BRONX,10456,40.833696,-73.902477,203,16,14701,2009617,2029250056,BX0302
1EWG,X005,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 5 - BRONX,564 JACKSON AVENUE,64443,03/08/2023,BRONX,10455,40.813728,-73.908886,201,8,73,2004548,2026420001,BX0102
1EWH,X008,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 8 - BRONX,3010 BRIGGS AVENUE,59886,03/08/2023,BRONX,10458,40.872612,-73.883574,207,11,415,2094734,2032990060,BX0702
1EWI,X018,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 18 - BRONX,502 MORRIS AVENUE,57429,03/08/2023,BRONX,10451,40.816406,-73.92329,201,8,51,2000816,2023240008,BX0101
1EWJ,X025,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 25 - BRONX,811 EAST 149 STREET,54741,03/08/2023,BRONX,10455,40.812619,-73.906063,201,8,79,2004772,2026640001,BX0102
1EWK,X028,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 28 - BRONX,1861 ANTHONY AVENUE,73620,03/08/2023,BRONX,10457,40.848057,-73.903522,205,15,23302,2007603,2028040031,BX0502
1EWL,X029,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 29 - BRONX,758 COURTLANDT AVENUE,62280,03/08/2023,BRONX,10451,40.821515,-73.917279,201,17,69,2001736,2024030001,BX0102
1EWM,X044,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 44 - BRONX,1825 PROSPECT AVENUE,54741,03/08/2023,BRONX,10457,40.842084,-73.891116,206,15,36902,2009957,2029490064,BX0602
1EWN,X058,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 58 - BRONX,459 EAST 176 STREET,54741,03/08/2023,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,BX0602
1EWO,X061,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 61 - BRONX,1550 CROTONA PARK EAST,65787,03/08/2023,BRONX,10460,40.836575,-73.892817,203,15,153,2009865,2029390045,BX0303
1EWP,X062,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 62 - BRONX,660 FOX STREET,67677,03/08/2023,BRONX,10455,40.814031,-73.900609,202,17,83,2005089,2026830065,BX0202
1EWQ,X076,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 76 - BRONX,900 ADEE AVENUE,107069,03/08/2023,BRONX,10469,40.869593,-73.861282,211,12,342,2054933,2045520010,BX1104
1EWR,X078,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 78 - BRONX,1400 NEEDHAM AVENUE,61230,03/08/2023,BRONX,10469,40.878577,-73.851163,212,12,386,2060191,2047190001,BX1202
1EWT,X081,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 81 - BRONX,5550 RIVERDALE AVENUE,51759,03/08/2023,BRONX,10471,40.903553,-73.905229,208,11,337,2084806,2058501550,BX0803
1EWU,X089,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 89 - BRONX,980 MACE AVENUE,72276,03/08/2023,BRONX,10469,40.863055,-73.859387,211,13,324,2051571,2044440016,BX1104
1EWV,X091,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 91 - BRONX,2170 AQUEDUCT AVENUE,68769,03/08/2023,BRONX,10453,40.857689,-73.908349,205,14,251,2094683,2032070040,BX0501
1EWW,X092,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 595 - BRONX,700 EAST 179 STREET,68516,03/08/2023,BRONX,10457,40.846711,-73.889815,206,15,371,2012620,2030920014,BX0602
1EWX,X104,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 199 - BRONX,1449 SHAKESPEARE AVENUE,70932,03/08/2023,BRONX,10452,40.842943,-73.920563,204,16,21302,2088263,2028730027,BX0403
1EWY,X109,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 109 - BRONX,1771 POPHAM AVENUE,63918,03/08/2023,BRONX,10453,40.851414,-73.918533,205,14,20502,2094549,2028770393,BX0501
1EWZ,X118,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 118 - BRONX,577 EAST 179 STREET,73620,03/08/2023,BRONX,10457,40.848339,-73.89308,206,15,37504,2011995,2030690001,BX0602
1EX0,X130,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 130 - BRONX,750 PROSPECT AVENUE,56085,03/08/2023,BRONX,10455,40.817721,-73.902421,202,17,85,2005168,2026880001,BX0202
1EX1,X134,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 134 - BRONX,1330 BRISTOW STREET,56085,03/08/2023,BRONX,10459,40.831194,-73.894773,203,17,153,2010273,2029650082,BX0303
1EX2,X174,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,ARCHIMEDES ACADEMY FOR MATH  -,456 WHITE PLAINS ROAD,61230,03/08/2023,BRONX,10473,40.814833,-73.85658,209,18,4,2020580,2034780018,BX0902
1EX3,X470,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MOTT HAVEN VILLAGE PREP - BRON,701 ST ANNS AVENUE,70638,03/08/2023,BRONX,10455,40.81825,-73.91103,201,17,71,2001153,2023590240,BX0102
1EX4,X475,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MARBLE HILL INTERNATIONAL HS -,99 TERRACE VIEW AVENUE,266359,03/08/2023,BRONX,10463,40.877105,-73.912256,208,10,309,1064532,1022150080,BX0802
1EX5,X826,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 226 - BRONX,1950 SEDGWICK AVENUE,51234,03/08/2023,BRONX,10453,40.856573,-73.916202,205,14,249,2096465,2032220100,BX0501
1EX6,X843,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 246 - BRONX,2641 GRAND CONCOURSE,74964,03/08/2023,BRONX,10468,40.865593,-73.894758,207,14,401,2013830,2031680027,BX0701
1EX7,X430,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,M.S./H.S. 342 - BRONX,2780 RESERVOIR AVENUE,133346,03/08/2023,BRONX,10468,40.870293,-73.898309,207,11,409,2015241,2032470070,BX0702
1EX8,M834,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,HS FOR ENVIRONMENTAL STUDIES -,444 WEST 56 STREET,454717,03/08/2023,MANHATTAN,10019,40.767791,-73.987531,104,6,139,1026841,1010650001,MN0402
1EX9,M043,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION AND REPLACEMENT OF INTERIOR FLOORING,I.S. 286 - MANHATTAN,509 WEST 129 STREET,825940,03/08/2023,MANHATTAN,10027,40.815256,-73.955325,109,7,219,1059723,1019840033,MN0902
1EXA,K163,GYMNASIUM UPGRADE,P.S. 748 - BROOKLYN,1664 BENSON AVENUE,262041,03/08/2023,BROOKLYN,11214,40.607234,-74.007199,311,47,180,3167623,3063990026,BK1102
1EXB,Q515,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,TOWNSEND HARRIS HS - Q,149-11 MELBOURNE AVENUE,303655,03/08/2023,QUEENS,11367,40.734396,-73.821432,408,24,809,4538714,4065070200,QN0801
1EXC,K722,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF TEMPERATURE CONTROL SYSTEM,P.S. 721 OTC,64 AVENUE X,44613,03/08/2023,BROOKLYN,11223,40.589317,-73.98131,313,47,308,3385667,3071850020,BK1301
1EXD,M600,WASTE SYSTEM,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,74913,03/08/2023,MANHATTAN,10011,40.745156,-73.996074,104,3,91,1014174,1007740019,MN0401
1EXE,K018,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 18 - BROOKLYN,101 MAUJER STREET,69743,03/08/2023,BROOKLYN,11206,40.710609,-73.946977,301,34,503,3425742,3027870001,BK0104
1EXF,K025,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 25 - BROOKLYN,787 LAFAYETTE AVENUE,94942,03/08/2023,BROOKLYN,11221,40.691037,-73.941342,303,36,281,3049858,3017870014,BK0302
1EXG,K099,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 99 - BROOKLYN,1120 EAST 10 STREET,77493,03/08/2023,BROOKLYN,11230,40.621565,-73.965595,312,44,454,3171478,3065350011,BK1204
1EXH,K137,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 137 - BROOKLYN,121 SARATOGA AVENUE,69743,03/08/2023,BROOKLYN,11233,40.682458,-73.917088,316,41,373,3040878,3015100001,BK1601
1EXI,K215,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 215 - BROOKLYN,415 AVENUE S,77493,03/08/2023,BROOKLYN,11223,40.602084,-73.970013,315,44,41401,3178584,3066810169,BK1501
1EXJ,K221,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 221 - BROOKLYN,791 EMPIRE BOULEVARD,67424,03/08/2023,BROOKLYN,11213,40.663701,-73.936049,309,41,355,3038372,3014230014,BK0901
1EXK,K225,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 225 - BROOKLYN,1075 OCEAN VIEW AVENUE,99190,03/08/2023,BROOKLYN,11235,40.579737,-73.956329,313,48,61004,3245498,3087120056,BK1303
1EXL,K228,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,I.S. 228 - BROOKLYN,228 AVENUE S,110441,03/08/2023,BROOKLYN,11223,40.6013,-73.976953,311,44,410,3190273,3070840001,BK1103
1EXM,K269,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 361 - BROOKLYN,1957 NOSTRAND AVENUE,74594,03/08/2023,BROOKLYN,11210,40.637711,-73.948159,317,45,78802,3113780,3049940023,BK1702
1EXN,K486,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,I.S. 187 - BROOKLYN,1171 65 STREET,77493,03/08/2023,BROOKLYN,11219,40.627784,-74.004485,310,43,212,3142008,3057450029,BK1002
1EXO,K610,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,A-TECH HIGH SCHOOL - K,50 BEDFORD AVENUE,77493,03/08/2023,BROOKLYN,11222,40.721981,-73.953281,301,33,517,3066698,3026700001,BK0102
1EXP,M060,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,EAST SIDE COMMUNITY SCHOOL,420 EAST 12 STREET,102692,03/08/2023,MANHATTAN,10009,40.729589,-73.982555,103,2,34,1005974,1004390017,MN0303
1EXQ,Q133,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 133 - QUEENS,248-05 86 AVENUE,71695,03/08/2023,QUEENS,11426,40.731729,-73.717859,413,23,157101,4175739,4086160001,QN1302
1EXR,R005,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,61994,03/08/2023,STATEN IS,10312,40.530169,-74.187635,503,51,176,5082407,5065660001,SI0304
1EXT,R007,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,102324,03/08/2023,STATEN IS,10312,40.523757,-74.185941,503,51,198,5082345,5065440001,SI0304
1EXU,R008,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,75753,03/08/2023,STATEN IS,10308,40.547692,-74.151755,503,51,15601,5066295,5052210001,SI0302
1EXV,R016,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 16 - STATEN ISLAND,195 DANIEL LOW TERRACE,92623,03/08/2023,STATEN IS,10301,40.63943,-74.080005,501,49,11,5000291,5000180015,SI0101
1EXW,R020,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 20 - STATEN ISLAND,161 PARK AVENUE,65897,03/08/2023,STATEN IS,10302,40.636598,-74.132919,501,49,20702,5106979,5010200001,SI0106
1EXX,R022,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,98053,03/08/2023,STATEN IS,10303,40.625369,-74.15097,501,49,30302,5107239,5017060001,SI0107
1EXY,R032,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,63778,03/08/2023,STATEN IS,10308,40.558966,-74.155517,503,51,14608,5070651,5054440012,SI0302
1EXZ,R042,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 42 - STATEN ISLAND,380 GENESEE AVENUE,77493,03/08/2023,STATEN IS,10312,40.552523,-74.169464,503,51,17012,5074394,5056050001,SI0302
1EY0,R054,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 54 - STATEN ISLAND,1060 WILLOWBROOK ROAD,84506,03/08/2023,STATEN IS,10314,40.603232,-74.137981,502,50,27302,5034476,5019870104,SI0203
1EY1,X014,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 14 - BRONX,3047 BRUCKNER BOULEVARD,66844,03/08/2023,BRONX,10461,40.83587,-73.825774,210,13,184,2072754,2053130092,BX1002
1EY2,X093,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,ICAHN CHARTER SCHOOL 7,1535 STORY AVENUE,69743,03/08/2023,BRONX,10473,40.821776,-73.876918,209,18,28,2097341,2036520001,BX0901
1EY3,X097,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 97 - BRONX,2500 FISH AVENUE,61994,03/08/2023,BRONX,10469,40.863204,-73.847239,211,13,314,2129029,2044740001,BX1103
1EY4,X141,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,M.S./H.S. 141 - BRONX,660 WEST 237 STREET,81172,03/08/2023,BRONX,10463,40.888338,-73.913486,208,11,309,2085870,2059180376,BX0803
1EY5,X470,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,UNIVERSITY HEIGHTS HS - BRONX,701 ST ANNS AVENUE,61994,03/08/2023,BRONX,10455,40.81825,-73.91103,201,17,71,2001153,2023590240,BX0102
1EY6,X027,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF TEMPERATURE CONTROL SYSTEM,P.S. 277 - BRONX,519 ST ANNS AVENUE,21545,03/08/2023,BRONX,10455,40.813517,-73.913402,201,8,43,2000114,2022740023,BX0101
1EY7,X415,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,COLLEGIATE INST FOR MATH & SCI,925 ASTOR AVENUE,33220,03/08/2023,BRONX,10469,40.859665,-73.861006,211,13,324,2050179,2043580001,BX1104
1EY8,Q124,WASTE SYSTEM,P.S. 124 - QUEENS,129-15 150 AVENUE,160897,03/08/2023,QUEENS,11420,40.665058,-73.811701,410,28,84602,4257530,4118820001,QN1001
1EY9,Q055,BUILDING SYSTEM IMPROVEMENT - INSTALLATION OF A LOW-VOLTAGE ELECTRICAL SYSTEM,P.S. 55 - QUEENS,131-10 97 AVENUE,116735,03/08/2023,QUEENS,11419,40.694004,-73.816617,409,29,154,4200233,4094770001,QN0903
1EYA,M501,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,THE URBAN ASSEMBLY SCHOOL FOR,2005 MADISON AVENUE,462145,03/08/2023,MANHATTAN,10035,40.807383,-73.939433,111,9,206,1054156,1017520022,MN1102
1EYB,R445,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PORT RICHMOND HS - R,85 ST JOSEPHS AVENUE,532883,03/13/2023,STATEN IS,10302,40.634573,-74.141818,501,49,213,5026076,5011210001,SI0106
1EYC,M837,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,WEST END SECONDARY SCHOOL - MA,227-243 WEST 61 STREET,49537,03/13/2023,MANHATTAN,10023,40.77209,-73.987674,107,6,15101,1030328,1011540108,MN0701
1EYD,K495,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,ORIGINS HIGH SCHOOL,3000 AVENUE X,211978,03/13/2023,BROOKLYN,11235,40.594124,-73.937696,315,46,626,3203631,3074250002,BK1503
1EYE,K425,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,JAMES MADISON HS - BROOKLYN,3787 BEDFORD AVENUE,248122,03/13/2023,BROOKLYN,11229,40.609912,-73.948512,315,48,642,3182721,3067880001,BK1502
1EYF,K023,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 23 - BROOKLYN,545 WILLOUGHBY AVENUE,151339,03/13/2023,BROOKLYN,11206,40.69407,-73.94756,303,36,25901,3048818,3017590013,BK0301
1EYG,Q185,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,J.H.S. 185 - QUEENS,147-26 25 DRIVE,34738,03/13/2023,QUEENS,11354,40.775253,-73.819347,407,19,1047,4108664,4048020001,QN0704
1EYH,Q087,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 87 - QUEENS,67-54 80 STREET,151505,03/13/2023,QUEENS,11379,40.711815,-73.871238,405,30,621,4091737,4037820027,QN0504
1EYI,X425,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,HS FOR CONTEMPORARY ARTS - X,800 EAST GUN HILL ROAD,74870,03/13/2023,BRONX,10467,40.875953,-73.86197,212,12,372,2057045,2046330040,BX1201
1EYJ,M087,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 87 - MANHATTAN,160 WEST 78 STREET,64511,03/13/2023,MANHATTAN,10024,40.781958,-73.977638,107,6,161,1030196,1011490007,MN0702
1EYK,M125,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 362 - MANHATTAN,425 WEST 123 STREET,74438,03/13/2023,MANHATTAN,10027,40.810431,-73.955809,109,7,20901,1059526,1019640012,MN0901
1EYL,K263,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S./I.S. 323 - BROOKLYN,210 CHESTER STREET,359284,03/13/2023,BROOKLYN,11212,40.666545,-73.910904,316,41,924,3081442,3035420001,BK1602
1EYM,X083,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 83 - BRONX,950 RHINELANDER AVENUE,99249,03/13/2023,BRONX,10462,40.849395,-73.859249,211,13,244,2045344,2041250001,BX1102
1EYN,M918,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S./I.S. 278 - MANHATTAN,421 WEST 219 STREET,124054,03/13/2023,MANHATTAN,10034,40.871245,-73.912141,112,10,299,1064704,1022150831,MN1203
1EYO,M140,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 140 - MANHATTAN,123 RIDGE STREET,34735,03/13/2023,MANHATTAN,10002,40.71925,-73.983056,103,1,2201,1004091,1003440001,MN0302
1EYP,R055,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 55 - STATEN ISLAND,54 OSBORNE STREET,517069,03/13/2023,STATEN IS,10312,40.536639,-74.163815,503,51,15602,5069075,5053360001,SI0302
1EYQ,K535,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,LEON GOLDSTEIN HS - BROOKLYN,1830 SHORE BOULEVARD,173172,03/13/2023,BROOKLYN,11235,40.580894,-73.935952,315,48,616,3326938,3087600060,BK1503
1EYR,K121,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 121 - BROOKLYN,5301 20TH AVENUE,199303,03/13/2023,BROOKLYN,11204,40.623273,-73.978822,312,44,464,3253281,3054951101,BK1204
