PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT (2020),BIN,BBL,NTA (2020)
1ERL,K440,SWIMMING POOLS,THE INTERNATIONAL HS - BROOKLY,883 CLASSON AVENUE,138717,03/08/2023,BROOKLYN,11225,40.670349,-73.961695,309,35,213,3029686,3011870001,BK0901
1ERM,K163,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF ELECTRICAL SYSTEMS,P.S. 748 - BROOKLYN,1664 BENSON AVENUE,11885,03/08/2023,BROOKLYN,11214,40.607234,-74.007199,311,47,180,3167623,3063990026,BK1102
1ERN,R056,WASTE SYSTEM,P.S. 56 - STATEN ISLAND,250 KRAMER AVENUE,49372,03/08/2023,STATEN IS,10309,40.542246,-74.214002,503,51,20805,5128148,5070440001,SI0303
1ERO,K217,AIR CONDITIONING SPLIT SYSTEM,P.S. 217 - BROOKLYN,1100 NEWKIRK AVENUE,185592,03/08/2023,BROOKLYN,11230,40.63398,-73.966558,314,45,526,3121072,3052320001,BK1402
1ERP,Q192,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,I.S. 192 - QUEENS,109-89 204 STREET,67214,03/08/2023,QUEENS,11412,40.70646,-73.753579,412,27,508,4234318,4109440301,QN1206
1ERQ,R880,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 80 - STATEN ISLAND,715 OCEAN TERRACE,283045,03/08/2023,STATEN IS,10301,40.608512,-74.102067,502,50,17701,5113169,5006830001,SI0203
1ERR,K246,WASTE SYSTEM,I.S. 246 - BROOKLYN,72 VERONICA PLACE,39866,03/08/2023,BROOKLYN,11226,40.648608,-73.952821,317,40,794,3117381,3051100025,BK1701
1ERT,R054,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 54 - STATEN ISLAND,1060 WILLOWBROOK ROAD,114054,03/08/2023,STATEN IS,10314,40.603232,-74.137981,502,50,27302,5034476,5019870104,SI0203
1ERU,K328,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 328 - BROOKLYN,330 ALABAMA AVENUE,149132,03/08/2023,BROOKLYN,11207,40.668167,-73.897835,305,42,1134,3084283,3037680001,BK0502
1ERV,M098,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 98 - MANHATTAN,512 WEST 212 STREET,51546,03/08/2023,MANHATTAN,10034,40.867826,-73.917059,112,10,303,1064871,1022290012,MN1203
1ERW,R829,BUILDING ENVELOPE IMPROVEMENT - RECONSTRUCTION OF EXTERIOR MASONRY,P.S. 65 - STATEN ISLAND,98 GRANT STREET,38175,03/08/2023,STATEN IS,10301,40.634032,-74.078611,501,49,21,5013382,5005060081,SI0102
1ERX,K450,GYMNASIUM UPGRADE,PROGRESS HS - K,850 GRAND STREET,63250,03/08/2023,BROOKLYN,11211,40.712184,-73.939722,301,34,485,3325733,3030160001,BK0104
1ERY,Q150,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 150 - QUEENS,40-01 43 AVENUE,95432,03/08/2023,QUEENS,11104,40.745537,-73.923776,402,26,18101,4002387,4001850001,QN0202
1ERZ,M440,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,HUDSON HS OF LEARNING TECH - M,351 WEST 18 STREET,48196,03/08/2023,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,MN0401
1ET0,Q405,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,BAYSIDE HIGH SCHOOL - QUEENS,32-24 CORPORAL KENNEDY STREET,389338,03/08/2023,QUEENS,11361,40.771755,-73.780296,411,19,1097,4134578,4060440001,QN1102
1ET1,K021,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 21 - BROOKLYN,180 CHAUNCEY STREET,11364,03/08/2023,BROOKLYN,11233,40.680724,-73.926597,303,36,381,3047914,3016920017,BK0302
1ET2,K188,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 188 - BROOKLYN,3314 NEPTUNE AVENUE,159716,03/08/2023,BROOKLYN,11224,40.577217,-74.000194,313,47,328,3188726,3070060001,BK1302
1ET3,K198,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 198 - BROOKLYN,4105 FARRAGUT ROAD,163846,03/08/2023,BROOKLYN,11210,40.63694,-73.937339,317,45,836,3113388,3049880066,BK1702
1ET4,K199,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 199 - BROOKLYN,1100 ELM AVENUE,73824,03/08/2023,BROOKLYN,11230,40.616632,-73.963476,314,44,768,3180761,3067400025,BK1403
1ET5,K211,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 211 - BROOKLYN,1001 EAST 100 STREET,125967,03/08/2023,BROOKLYN,11236,40.643278,-73.896212,318,46,988,3326732,3082270001,BK1803
1ET6,K234,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 234 - BROOKLYN,1875 EAST 17 STREET,26314,03/08/2023,BROOKLYN,11229,40.60422,-73.955485,315,48,558,3184057,3068210244,BK1502
1ET7,K399,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 399 - BROOKLYN,2707 ALBEMARLE ROAD,117070,03/08/2023,BROOKLYN,11226,40.648044,-73.951891,317,40,824,3117396,3051110001,BK1701
1ET8,M115,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 115 - MANHATTAN,586 WEST 177 STREET,169418,03/08/2023,MANHATTAN,10033,40.846542,-73.935205,112,10,261,1063228,1021330040,MN1201
1ET9,M133,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 133 - MANHATTAN,2121 5TH AVENUE,182366,03/08/2023,MANHATTAN,10037,40.809672,-73.939872,111,9,206,1054276,1017550001,MN1102
1ETA,M528,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 528 - MANHATTAN,180 WADSWORTH AVENUE,136785,03/08/2023,MANHATTAN,10033,40.85051,-73.934485,112,10,271,1063928,1021640032,MN1202
1ETB,M641,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,CITY-AS-SCHOOL - MANHATTAN,16 CLARKSON STREET,152911,03/08/2023,MANHATTAN,10014,40.729412,-74.006242,102,3,67,1009757,1005810054,MN0203
1ETC,Q002,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 2 - QUEENS,21-15 75TH STREET,122327,03/08/2023,QUEENS,11370,40.769855,-73.894585,401,22,317,4624308,4009710001,QN0101
1ETD,Q037,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 37 - QUEENS,179-37 137 AVENUE,185894,03/08/2023,QUEENS,11434,40.67588,-73.758505,412,27,352,4279864,4129930118,QN1205
1ETE,Q038,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 38 - QUEENS,135-21 241 STREET,180362,03/08/2023,QUEENS,11422,40.671561,-73.734043,413,31,638,4284236,4132220001,QN1307
1ETF,Q089,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 89 - QUEENS,85-28 BRITTON AVENUE,82640,03/08/2023,QUEENS,11373,40.745923,-73.880205,404,25,27101,4037370,4015140001,QN0401
1ETG,Q121,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 121 - QUEENS,126-10 109 AVENUE,230355,03/08/2023,QUEENS,11420,40.68405,-73.815834,410,28,170,4249769,4116070001,QN1001
1ETH,Q171,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 171 - QUEENS,14-14 29 AVENUE,82646,03/08/2023,QUEENS,11102,40.771336,-73.929086,401,22,83,4006046,4005370014,QN0102
1ETI,Q216,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,J.H.S. 216 - QUEENS,64-20 175 STREET,97770,03/08/2023,QUEENS,11365,40.737517,-73.794031,408,24,1341,4149078,4069030001,QN0803
1ETJ,X078,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 78 - BRONX,1400 NEEDHAM AVENUE,68352,03/08/2023,BRONX,10469,40.878577,-73.851163,212,12,386,2060191,2047190001,BX1202
1ETK,X103,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 103 - BRONX,4125 CARPENTER AVENUE,330946,03/08/2023,BRONX,10466,40.892151,-73.861466,212,11,420,2062883,2048230001,BX1203
1ETL,X151,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 31 - BRONX,250 EAST 156 STREET,153206,03/08/2023,BRONX,10451,40.823033,-73.921238,204,16,61,2002458,2024430190,BX0401
1ETM,X450,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MILLENIUM ART ACADEMY - BRONX,1980 LAFAYETTE AVENUE,24119,03/08/2023,BRONX,10473,40.82229,-73.856167,209,18,16,2022205,2036040039,BX0902
1ETN,M490,BUILDING SYSTEM IMPROVEMENT - ELECTRICAL LIGHTING FIXTURES,HS FOR LAW ADVOCACY & JUSTICE,122 AMSTERDAM AVENUE,211612,03/08/2023,MANHATTAN,10023,40.774351,-73.984753,107,6,15101,1030343,1011570025,MN0701
1ETO,M490,INTERIOR SPACES,HS FOR LAW ADVOCACY & JUSTICE,122 AMSTERDAM AVENUE,1016256,03/08/2023,MANHATTAN,10023,40.774351,-73.984753,107,6,15101,1030343,1011570025,MN0701
1ETP,M121,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 38 - MANHATTAN,232 EAST 103 STREET,35323,03/08/2023,MANHATTAN,10029,40.788952,-73.944538,111,8,164,1052384,1016520016,MN1101
1ETQ,K249,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,P.S. 249 - BROOKLYN,18 MARLBOROUGH ROAD,510785,03/08/2023,BROOKLYN,11226,40.64971,-73.966046,314,40,506,3116438,3050750001,BK1402
1ETR,M121,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,P.S. 38 - MANHATTAN,232 EAST 103 STREET,32054,03/08/2023,MANHATTAN,10029,40.788952,-73.944538,111,8,164,1052384,1016520016,MN1101
1ETT,M187,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 187 - MANHATTAN,349 CABRINI BOULEVARD,13420,03/08/2023,MANHATTAN,10040,40.85674,-73.937056,112,10,273,1064371,1021790365,MN1202
1ETU,X072,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,P.S. 72 - BRONX,2951 DEWEY AVENUE,244368,03/08/2023,BRONX,10465,40.822604,-73.818247,210,13,158,2077162,2054400001,BX1002
1ETV,Q058,BUILDING SYSTEM IMPROVEMENT - ELEVATOR/ESCALATOR UPGRADE,P.S. 58 - QUEENS,72-24 GRAND AVENUE,657961,03/08/2023,QUEENS,11378,40.728735,-73.890699,405,30,49302,4607309,4028020001,QN0501
1ETW,K022,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 705 - BROOKLYN,443 ST MARKS AVENUE,113631,03/08/2023,BROOKLYN,11238,40.676774,-73.960058,308,35,305,3028281,3011480050,BK0802
1ETX,X405,INTERIOR SPACES,HERBERT H. LEHMAN HS - X,3000 EAST TREMONT AVENUE,2382942,03/08/2023,BRONX,10461,40.840733,-73.838685,210,13,194,2074045,2053680001,BX1002
1ETY,K313,BUILDING SYSTEM IMPROVEMENT - HEATING PLANT UPGRADE,I.S. 527 - BROOKLYN,283 ADAMS STREET,302972,03/08/2023,BROOKLYN,11201,40.694682,-73.988853,302,33,11,3331741,3001400010,BK0202
1ETZ,K027,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,RED HOOK NEIGHBORHOOD SCHOOL,27 HUNTINGTON STREET,64055,03/08/2023,BROOKLYN,11231,40.677564,-74.005166,306,38,59,3008342,3005250001,BK0601
1EU0,K046,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 46 - BROOKLYN,100 CLERMONT AVENUE,81123,03/08/2023,BROOKLYN,11205,40.694633,-73.971165,302,35,187,3058088,3020450011,BK0203
1EU1,K048,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 48 - BROOKLYN,6015 18 AVENUE,60936,03/08/2023,BROOKLYN,11204,40.621871,-73.987396,312,44,244,3132140,3055190001,BK1204
1EU2,K052,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 52 - BROOKLYN,2675 EAST 29 STREET,59823,03/08/2023,BROOKLYN,11235,40.58792,-73.940532,315,48,600,3205435,3074740001,BK1503
1EU3,K056,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 56 - BROOKLYN,170 GATES AVENUE,60411,03/08/2023,BROOKLYN,11238,40.68505,-73.960659,302,35,231,3056874,3019830010,BK0204
1EU4,K066,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 66 - BROOKLYN,845 EAST 96 STREET,81123,03/08/2023,BROOKLYN,11236,40.64883,-73.907774,318,42,970,3325418,3081290060,BK1803
1EU5,K075,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 75 - BROOKLYN,95 GROVE STREET,53397,03/08/2023,BROOKLYN,11221,40.693313,-73.920666,304,37,419,3075879,3033140001,BK0402
1EU6,K131,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 131 - BROOKLYN,4305 FORT HAMILTON PARKWAY,98208,03/08/2023,BROOKLYN,11219,40.641157,-73.993482,312,44,224,3136085,3056030001,BK1202
1EU7,K155,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 155 - BROOKLYN,1355 HERKIMER STREET,62280,03/08/2023,BROOKLYN,11233,40.677415,-73.908734,316,37,369,3042263,3015520043,BK1601
1EU8,K157,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 157 - BROOKLYN,850 KENT AVENUE,65262,03/08/2023,BROOKLYN,11205,40.695417,-73.959571,303,33,1237,3054671,3018970013,BK0301
1EU9,K160,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 160 - BROOKLYN,5105 FORT HAMILTON PARKWAY,51234,03/08/2023,BROOKLYN,11219,40.637322,-73.999215,312,44,220,3138276,3056530021,BK1202
1EUA,K162,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 162 - BROOKLYN,1390 WILLOUGHBY AVENUE,68769,03/08/2023,BROOKLYN,11237,40.707229,-73.919805,304,34,445,3073018,3032120001,BK0401
1EUB,K164,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 164 - BROOKLYN,4211 14 AVENUE,59823,03/08/2023,BROOKLYN,11219,40.637486,-73.985955,312,44,232,3135976,3056000001,BK1202
1EUC,K165,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 165 - BROOKLYN,76 LOTT AVENUE,60936,03/08/2023,BROOKLYN,11212,40.65744,-73.911053,316,42,896,3082726,3036220023,BK1602
1EUD,K178,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 178 - BROOKLYN,2163 DEAN STREET,105890,03/08/2023,BROOKLYN,11233,40.675024,-73.915778,316,41,303,3038718,3014400056,BK1601
1EUE,K192,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 192 - BROOKLYN,4715 18 AVENUE,67038,03/08/2023,BROOKLYN,11204,40.629303,-73.979995,312,44,476,3128909,3054450001,BK1202
1EUF,K194,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 194 - BROOKLYN,3117 AVENUE W,59823,03/08/2023,BROOKLYN,11229,40.596757,-73.933499,315,46,570,3201629,3073930001,BK1503
1EUG,K198,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 198 - BROOKLYN,4105 FARRAGUT ROAD,60936,03/08/2023,BROOKLYN,11210,40.63694,-73.937339,317,45,836,3113388,3049880066,BK1702
1EUH,K204,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 204 - BROOKLYN,8101 15 AVENUE,72230,03/08/2023,BROOKLYN,11228,40.614159,-74.006638,311,38,184,3163702,3062940001,BK1101
1EUI,K208,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 208 - BROOKLYN,4801 AVENUE D,54741,03/08/2023,BROOKLYN,11203,40.642031,-73.931151,317,45,840,3105680,3047690025,BK1702
1EUJ,K214,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 214 - BROOKLYN,2944 PITKIN AVENUE,67425,03/08/2023,BROOKLYN,11208,40.676513,-73.863151,305,37,1202,3095254,3042430001,BK0505
1EUK,K216,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 216 - BROOKLYN,350 AVENUE X,62280,03/08/2023,BROOKLYN,11223,40.590564,-73.969964,315,47,37401,3195175,3071960001,BK1301
1EUL,K235,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 235 - BROOKLYN,525 LENOX ROAD,72064,03/08/2023,BROOKLYN,11203,40.654704,-73.941089,317,40,814,3107846,3048440001,BK1703
1EUM,K236,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 236 - BROOKLYN,6302 AVENUE U,103826,03/08/2023,BROOKLYN,11234,40.615998,-73.912989,318,46,698,3326821,3084640001,BK1802
1EUN,K239,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 239 - BROOKLYN,2401 NEPTUNE AVENUE,168568,03/08/2023,BROOKLYN,11224,40.578188,-73.99203,313,47,330,3188221,3069650140,BK1302
1EUO,K242,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 235 - BROOKLYN,10001 FLATLANDS AVENUE,57429,03/08/2023,BROOKLYN,11236,40.645243,-73.898241,318,46,974,3229773,3081880001,BK1803
1EUP,K268,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 268 - BROOKLYN,133 EAST 53 STREET,60936,03/08/2023,BROOKLYN,11203,40.657131,-73.928018,317,41,866,3100292,3046230028,BK1703
1EUQ,K279,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 279 - BROOKLYN,1070 EAST 104 STREET,95660,03/08/2023,BROOKLYN,11236,40.644203,-73.892264,318,46,986,3326733,3082300001,BK1803
1EUR,K285,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 285 - BROOKLYN,5905 BEVERLY ROAD,61230,03/08/2023,BROOKLYN,11203,40.646877,-73.921006,317,45,936,3104599,3047440001,BK1703
1EUT,K299,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 299 - BROOKLYN,88 WOODBINE STREET,67131,03/08/2023,BROOKLYN,11221,40.691077,-73.918152,304,37,399,3076734,3033580001,BK0402
1EUU,K804,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,COBBLE  HILL SCHL OF AMER. STU,347 BALTIC STREET,61230,03/08/2023,BROOKLYN,11201,40.684524,-73.990993,306,39,6902,3006356,3003970011,BK0601
1EUV,K865,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,BUSHWICK LEADERS - K,797 BUSHWICK AVENUE,62280,03/08/2023,BROOKLYN,11221,40.695056,-73.92814,304,34,393,3073761,3032420001,BK0401
1EUW,K902,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 266 - BROOKLYN,62 PARK PLACE,56085,03/08/2023,BROOKLYN,11217,40.678983,-73.976497,306,39,12902,3259250,3009410050,BK0602
1EUX,M002,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 2 - MANHATTAN,122 HENRY STREET,59004,03/08/2023,MANHATTAN,10002,40.713273,-73.991339,103,1,6,1003248,1002730001,MN0301
1EUY,M011,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 11 - MANHATTAN,320 WEST 21 STREET,59823,03/08/2023,MANHATTAN,10011,40.744349,-74.000253,104,3,89,1013260,1007440024,MN0401
1EUZ,M034,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 34 - MANHATTAN,730 EAST 12 STREET,51234,03/08/2023,MANHATTAN,10009,40.726473,-73.975181,103,2,28,1004564,1003810038,MN0303
1EV0,M036,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,82051,03/08/2023,MANHATTAN,10027,40.81027,-73.957482,109,7,19701,1055890,1018500002,MN0901
1EV1,M041,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 41 - MANHATTAN,116 WEST 11 STREET,95712,03/08/2023,MANHATTAN,10011,40.735687,-73.999,102,3,71,1010543,1006060049,MN0203
1EV2,M061,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 315 - MANHATTAN,610 EAST 12 STREET,60936,03/08/2023,MANHATTAN,10009,40.727892,-73.978525,103,2,28,1079053,1003940012,MN0303
1EV3,M063,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 363 - MANHATTAN,121 EAST 3 STREET,59067,03/08/2023,MANHATTAN,10009,40.724117,-73.986381,103,2,32,1005760,1004310014,MN0303
1EV4,M066,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 151 - MANHATTAN,421 EAST 88 STREET,51234,03/08/2023,MANHATTAN,10128,40.777856,-73.947627,108,5,14402,1050618,1015680008,MN0803
1EV5,M076,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 76 - MANHATTAN,220 WEST 121 STREET,56085,03/08/2023,MANHATTAN,10027,40.806768,-73.951061,110,9,220,1058470,1019260017,MN1001
1EV6,M102,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 102 - MANHATTAN,315 EAST 113 STREET,59592,03/08/2023,MANHATTAN,10029,40.794869,-73.938711,111,8,180,1081366,1016840101,MN1102
1EV7,M111,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 111 - MANHATTAN,440 WEST 53 STREET,63624,03/08/2023,MANHATTAN,10019,40.765878,-73.988823,104,3,133,1026740,1010620003,MN0402
1EV8,M121,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 38 - MANHATTAN,232 EAST 103 STREET,62280,03/08/2023,MANHATTAN,10029,40.788952,-73.944538,111,8,164,1052384,1016520016,MN1101
1EV9,M134,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 134 - MANHATTAN,293 EAST BROADWAY,61755,03/08/2023,MANHATTAN,10002,40.71457,-73.983724,103,1,202,1003736,1002880015,MN0302
1EVA,M140,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 140 - MANHATTAN,123 RIDGE STREET,62280,03/08/2023,MANHATTAN,10002,40.71925,-73.983056,103,1,2201,1004091,1003440001,MN0302
1EVB,M145,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,WEST PREP ACADEMY - MANHATTAN,150 WEST 105 STREET,65787,03/08/2023,MANHATTAN,10025,40.799376,-73.965308,107,7,189,1083561,1018590001,MN0703
1EVC,M154,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 154 - MANHATTAN,250 WEST 127 STREET,61167,03/08/2023,MANHATTAN,10027,40.810928,-73.948938,110,9,224,1058671,1019320010,MN1002
1EVD,M166,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 166 - MANHATTAN,132 WEST 89 STREET,62280,03/08/2023,MANHATTAN,10024,40.788865,-73.971847,107,6,173,1032308,1012190047,MN0702
1EVE,M176,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 314 - MANHATTAN,4862 BROADWAY,61755,03/08/2023,MANHATTAN,10034,40.866706,-73.923948,112,10,291,1064900,1022340007,MN1203
1EVF,M180,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 180 - MANHATTAN,370 WEST 120 STREET,64443,03/08/2023,MANHATTAN,10027,40.807843,-73.955569,110,9,257,1059111,1019460001,MN1001
1EVG,M191,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 452 - MANHATTAN,210 WEST 61 STREET,63624,03/08/2023,MANHATTAN,10023,40.771966,-73.987429,107,6,147,1030320,1011520029,MN0701
1EVH,M194,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 194 - MANHATTAN,244 WEST 144 STREET,62280,03/08/2023,MANHATTAN,10030,40.821425,-73.940674,110,9,232,1060432,1020290011,MN1002
1EVI,M199,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 199 - MANHATTAN,270 WEST 70 STREET,61755,03/08/2023,MANHATTAN,10023,40.778133,-73.984629,107,6,15501,1030351,1011580040,MN0701
1EVJ,M234,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 234 - MANHATTAN,292 GREENWICH STREET,57429,03/08/2023,MANHATTAN,10007,40.716017,-74.011038,101,1,21,1001533,1001420001,MN0102
1EVK,M506,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,EDWARD A. REYNOLDS WEST SIDE H,140 WEST 102 STREET,60411,03/08/2023,MANHATTAN,10025,40.797559,-73.966837,107,7,189,1055911,1018550009,MN0703
1EVL,M645,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,THE HIGH SCHOOL FOR CLIMATE JU,320 EAST 96 STREET,61755,03/08/2023,MANHATTAN,10128,40.783625,-73.945637,108,8,15601,1050338,1015580034,MN0803
1EVM,Q002,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 2 - QUEENS,21-15 75TH STREET,51234,03/08/2023,QUEENS,11370,40.769855,-73.894585,401,22,317,4624308,4009710001,QN0101
1EVN,Q010,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 10 - QUEENS,45-11 31 AVENUE,62574,03/08/2023,QUEENS,11103,40.759363,-73.912902,401,22,151,4012664,4007140001,QN0104
1EVO,Q017,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,THE 30TH AVENUE SCHOOL,28-37 29 STREET,136737,03/08/2023,QUEENS,11102,40.768985,-73.922428,401,22,71,4007663,4005940001,QN0103
