SchoolDBN,Total # Consented Students YTD,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12,American Indian or Alaska Native,Asian or Pacific Islander,"Hispanic, of any race",Black or African American,Two or More Races,White,Missing Race/Ethnicity,IEP,LEP,Shelter,STH; Not Shelter,Total # Consents Withdrawn,Grade 01 1,Grade 02 1,Grade 03 1,Grade 04 1,Grade 05 1,Grade 06 1,Grade 07 1,Grade 08 1,Grade 09 1,Grade 10 1,Grade 11 1,Grade 12 1,American Indian or Alaska Native 1,Asian or Pacific Islander 1,"Hispanic, of any race 1",Black or African American 1,Two or More Races 1,White 1,Missing Race/Ethnicity 1,IEP 1,LEP 1,Shelter 1,STH; Not Shelter 1
20K247,518,107,88,100,111,112,,,,,,,,S,306,64,T,S,136,,111,119,,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
20K259,434,,,,,,196,113,125,,,,,S,219,76,7,S,125,S,52,28,S,7,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
20K264,184,30,44,29,43,38,,,,,,,,,21,62,S,S,92,,32,23,S,6,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
20K310,306,83,64,48,58,53,,,,,,,,,265,27,,S,14,,45,120,,S,S,S,S,S,S,S,,,,,,,,,,S,,S,S,,S,S,,S
20K445,473,,,,,,,,,130,142,105,96,S,189,138,S,S,130,S,71,42,S,19,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
20K485,711,,,,,,,,,198,206,151,156,S,252,292,25,S,123,12,112,85,S,20,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
20K490,1040,,,,,,,,,225,309,256,250,6,276,263,22,6,437,30,108,62,S,26,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
20K503,393,45,68,84,98,98,,,,,,,,S,87,278,S,S,23,,84,223,S,104,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K505,673,,,,,,,,,231,188,111,143,S,261,210,76,S,115,S,96,138,S,24,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
20K506,376,42,80,65,94,95,,,,,,,,S,114,232,S,S,21,S,87,123,,33,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
20K609,337,,,,,,49,40,45,60,45,55,43,S,167,71,29,S,63,S,46,37,S,26,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
20K682,131,21,31,30,30,19,,,,,,,,,54,S,S,S,63,,40,17,,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
20K686,189,13,17,30,31,27,28,20,23,,,,,S,64,S,8,10,99,,15,9,,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
20K748,333,65,T,64,T,71,,,,,,,,S,159,91,S,S,74,,52,53,,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
20K936,221,,,,,,131,90,,,,,,S,30,151,S,S,38,S,43,42,,T,S,,,,,,S,S,,,,,,S,S,S,S,S,S,S,S,S,,S
20K939,28,28,,,,,,,,,,,,,S,20,S,,S,,7,8,S,7,S,S,,,,,,,,,,,,,,S,S,,S,,S,S,S,S
20K971,105,22,13,23,21,26,,,,,,,,,43,50,,S,12,,15,47,S,S,S,S,S,S,S,S,,,,,,,,,,S,,S,S,,S,S,S,S
21K090,283,49,62,44,64,64,,,,,,,,S,40,152,54,S,35,,55,72,7,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K095,597,104,92,103,110,64,49,31,44,,,,,S,225,198,28,S,138,S,98,55,S,9,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K096,168,,,,,,61,50,57,,,,,S,43,50,15,S,56,,45,54,S,14,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
21K097,428,95,83,93,84,73,,,,,,,,,232,94,S,S,92,,62,150,,14,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
21K098,296,,,,,,107,96,93,,,,,S,113,20,S,S,147,9,22,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K099,343,64,56,53,47,53,32,22,16,,,,,S,153,70,17,S,97,,55,86,S,13,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
21K100,124,15,23,21,24,41,,,,,,,,S,S,9,S,T,105,,29,24,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K101,551,97,133,112,114,95,,,,,,,,S,308,67,T,T,161,,118,140,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
21K121,166,21,14,18,33,16,10,24,30,,,,,S,30,79,8,S,47,S,42,28,S,13,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K128,225,50,41,38,47,49,,,,,,,,S,72,43,T,,103,,43,100,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
21K153,234,44,37,39,47,67,,,,,,,,7,49,90,S,S,82,S,45,88,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
21K177,467,85,75,95,104,108,,,,,,,,S,152,148,T,S,158,S,93,183,,23,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
21K188,126,15,25,22,20,44,,,,,,,,S,T,34,66,T,T,,38,16,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K199,283,46,57,67,46,67,,,,,,,,S,74,62,22,S,119,,80,77,S,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K209,409,51,62,57,53,45,51,39,51,,,,,S,117,103,14,T,162,,94,80,S,12,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
21K212,290,59,61,64,64,42,,,,,,,,S,104,110,S,S,48,S,82,78,S,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
21K215,315,59,57,77,55,67,,,,,,,,S,110,S,S,S,125,,40,64,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K216,200,36,46,45,36,37,,,,,,,,S,49,46,S,S,96,S,42,48,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
21K225,363,36,57,37,48,45,56,37,47,,,,,S,76,112,6,,169,S,54,131,S,9,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,,S,S,S,S,S,S
21K226,405,52,60,49,58,73,39,37,37,,,,,S,125,129,7,S,138,,79,127,S,23,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
21K228,387,,,,,,160,129,98,,,,,S,145,64,15,S,158,S,36,43,S,14,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K238,198,35,41,31,27,9,20,20,15,,,,,,S,91,S,S,63,,39,102,S,7,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
21K239,467,,,,,,171,157,139,,,,,S,148,43,37,25,205,S,61,8,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K253,551,114,99,102,122,114,,,,,,,,S,189,197,T,S,150,,96,165,S,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K281,282,,,,,,106,83,93,,,,,S,116,79,14,S,67,S,40,80,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
21K288,198,29,39,45,24,18,13,14,16,,,,,S,S,74,105,,11,,55,13,14,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
21K303,126,,,,,,40,43,43,,,,,S,28,39,S,S,48,,16,24,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
21K329,42,S,24,S,S,10,,,,,,,,S,S,10,25,S,S,,13,S,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
21K337,262,,,,,,,,,100,50,53,59,S,50,141,T,S,60,,T,251,,135,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,,S
21K344,113,,,,,,,,,44,27,16,26,S,17,18,11,S,63,S,20,19,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K348,62,,,,,,,,,33,15,S,S,S,15,18,8,S,21,,S,17,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
21K410,406,,,,,,,,,142,128,80,56,7,82,123,142,S,47,S,55,56,7,25,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K468,328,,,,,,60,52,51,39,52,35,39,S,27,110,70,S,112,S,66,18,S,15,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K525,1255,,,,,,,,,359,360,280,256,8,336,207,187,31,445,41,180,76,S,66,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K540,483,,,,,,,,,139,133,114,97,S,146,128,109,S,86,7,54,79,S,31,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K559,180,,,,,,,,,65,44,45,26,S,T,90,27,S,35,,30,66,S,16,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
21K572,120,,,,,,,,,33,28,34,25,S,23,48,17,S,29,S,24,24,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K620,101,,,,,,,,,46,24,21,10,S,7,34,35,S,21,S,24,19,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
21K690,381,,,,,,50,85,58,80,39,36,33,S,99,117,13,S,149,,69,84,S,8,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
21K728,45,,,,,,,,,S,11,22,S,,S,20,19,S,S,S,15,S,S,S,S,,,,,,,,,S,S,S,S,,,S,S,S,S,S,S,S,S,S
22K014,359,,,,,,104,122,133,,,,,S,62,78,109,S,107,,112,111,T,24,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
22K052,407,77,86,82,99,63,,,,,,,,S,74,61,53,T,211,,63,137,12,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K078,244,,,,,,77,85,82,,,,,S,30,37,133,S,37,S,69,12,S,21,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
22K109,312,42,T,29,38,44,T,42,35,,,,,S,15,50,233,S,S,,83,33,31,27,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
22K119,212,29,38,51,41,53,,,,,,,,S,55,24,119,T,6,,38,21,,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
22K134,319,56,73,63,57,70,,,,,,,,S,155,25,6,S,127,,48,51,,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
22K139,413,80,74,85,94,80,,,,,,,,S,59,170,74,S,82,,75,53,S,34,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K152,226,47,47,57,22,53,,,,,,,,S,23,59,119,S,14,,59,42,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K193,108,13,21,19,24,31,,,,,,,,S,24,18,38,S,21,S,16,10,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K194,309,68,65,48,56,72,,,,,,,,S,43,67,139,S,53,,113,37,T,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K195,40,8,10,6,8,8,,,,,,,,,S,S,S,S,38,,S,S,,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
22K197,421,93,100,102,73,53,,,,,,,,S,92,36,46,S,236,S,59,148,S,26,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K198,119,24,25,25,25,20,,,,,,,,S,S,16,98,S,S,,36,S,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K203,175,45,28,25,37,40,,,,,,,,S,20,15,121,S,14,,42,21,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K206,525,55,68,61,89,91,50,71,40,,,,,S,271,46,S,10,194,S,80,106,S,8,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
22K207,302,25,36,37,42,43,42,42,35,,,,,S,63,46,92,S,88,,57,14,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
22K217,506,79,108,99,117,103,,,,,,,,S,289,76,32,S,97,,66,132,S,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K222,301,51,48,68,69,65,,,,,,,,S,99,55,45,S,95,S,78,39,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K234,798,,,,,,279,316,203,,,,,T,255,112,79,S,336,S,86,105,S,48,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
22K236,257,34,49,56,61,57,,,,,,,,S,50,24,60,S,110,,37,10,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K240,176,,,,,,76,62,38,,,,,S,37,35,78,S,21,,40,36,9,24,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
22K245,123,29,S,24,30,40,,,,,,,,S,S,49,67,S,S,,30,7,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
22K251,179,39,28,40,33,39,,,,,,,,7,10,23,125,S,T,S,50,14,S,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K254,180,35,35,45,40,25,,,,,,,,S,64,14,S,S,100,S,30,40,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K255,117,21,20,23,28,25,,,,,,,,S,37,10,S,S,66,S,18,20,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K277,159,25,23,40,29,42,,,,,,,,S,51,22,S,S,82,,36,19,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
22K278,412,,,,,,137,148,127,,,,,S,75,61,121,9,141,S,75,24,S,19,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
22K312,145,27,25,29,30,34,,,,,,,,S,10,29,46,S,57,S,32,16,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
22K315,259,54,55,44,71,35,,,,,,,,S,34,62,133,S,18,,63,62,10,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K326,48,29,19,,,,,,,,,,,S,7,T,33,S,S,,8,10,,,S,S,S,,,,,,,,,,,S,S,S,S,S,S,,S,S,,
22K361,235,40,47,45,63,40,,,,,,,,S,16,47,161,,S,,65,61,12,30,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
22K381,137,,,,,,55,42,40,,,,,S,15,24,79,S,14,S,20,14,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
22K405,692,,,,,,,,,211,213,137,131,6,225,82,141,10,206,22,77,6,S,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22K425,1212,,,,,,,,,335,328,311,238,8,234,192,163,10,591,14,139,115,S,60,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22K535,438,,,,,,,,,91,135,90,122,S,93,40,62,S,218,20,59,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22K555,109,,,,,,,,,26,38,28,17,S,S,S,93,S,S,S,16,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22K611,178,,,,,,,,,53,69,30,26,S,48,S,48,S,53,S,25,43,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
22K630,34,,,,,,,,,S,S,S,16,,S,16,10,S,S,,9,S,S,S,S,,,,,,,,,S,S,S,S,,,S,S,S,S,,S,S,S,S
22K889,178,53,52,37,36,,,,,,,,,S,31,S,55,S,59,,30,10,S,7,S,S,S,S,S,,,,,,,,,S,S,S,S,S,S,,S,S,S,S
22K890,174,,,,,,71,54,49,,,,,S,35,70,47,S,20,S,33,11,S,9,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
23K041,136,15,15,14,14,18,20,18,22,,,,,S,S,49,78,S,S,S,23,8,8,10,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
23K137,68,T,13,12,16,T,,,,,,,,S,,15,50,S,S,S,17,T,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
23K150,115,T,T,T,T,T,,,,,,,,S,S,44,65,S,S,,T,T,T,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K155,136,20,18,15,17,15,23,15,13,,,,,S,S,71,57,S,S,,36,27,8,9,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K156,226,41,43,48,44,50,,,,,,,,S,S,39,177,S,S,,63,S,19,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K165,51,14,8,9,9,11,,,,,,,,S,S,8,40,S,S,,23,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K178,132,6,T,T,19,18,22,22,12,,,,,S,S,27,100,S,S,,22,15,18,12,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K184,287,35,32,34,31,44,39,34,38,,,,,S,S,91,187,S,S,,79,T,28,31,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K284,115,25,25,20,18,27,,,,,,,,S,S,42,70,S,S,,30,14,7,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K298,79,26,S,24,S,15,,,,,,,,S,S,29,47,S,S,,19,S,13,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K323,248,28,24,26,27,22,46,45,30,,,,,S,S,54,184,S,S,,58,11,12,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K327,96,20,18,23,20,15,,,,,,,,S,S,24,63,S,S,,29,8,11,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K363,180,,,,,,60,66,54,,,,,S,,52,124,,S,,56,14,21,9,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
23K392,130,,,,,,48,40,42,,,,,S,S,26,97,S,S,,27,S,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K401,60,10,15,9,12,14,,,,,,,,,S,32,S,S,S,,15,7,17,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
23K446,137,30,23,27,32,25,,,,,,,,S,S,31,98,S,S,,41,T,S,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K493,176,,,,,,,,,60,54,40,22,S,S,20,147,S,S,S,38,7,10,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
23K514,93,,,,,,,,,42,14,16,21,S,S,11,79,,S,,31,S,T,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
23K518,59,,,,,,T,17,T,,,,,S,,S,56,S,,,15,S,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,,,S,S,S,S
23K522,45,,,,,,17,16,12,,,,,S,S,S,31,,,,12,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,,,,S,S,S,S
23K599,132,26,21,28,31,26,,,,,,,,S,S,25,98,S,S,,26,7,S,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
23K643,41,,,,,,,,,6,13,16,6,S,S,S,28,,S,,15,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
23K644,206,,,,,,23,39,29,36,35,27,17,S,S,26,174,S,S,S,72,S,10,10,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
23K647,93,,,,,,,,,18,25,24,26,,S,18,70,S,S,,30,T,9,8,S,,,,,,,,,S,S,S,S,,,S,S,S,S,,S,S,S,S
23K664,82,,,,,,30,31,21,,,,,S,S,29,50,S,S,,26,T,7,8,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
23K668,60,,,,,,17,26,17,,,,,S,S,12,43,,S,,16,S,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
23K671,68,,,,,,20,22,26,,,,,S,S,10,56,,S,,22,S,T,6,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
23K697,51,,,,,,,,,25,6,7,13,,S,11,35,S,S,,14,S,10,S,S,,,,,,,,,S,S,S,S,,,S,S,S,S,,S,S,S,S
24Q005,1077,,,,,,364,351,362,,,,,S,402,623,13,S,32,S,169,224,9,62,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q007,613,96,131,89,166,131,,,,,,,,S,379,201,S,S,21,,78,256,S,35,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q012,716,149,125,134,150,158,,,,,,,,T,395,286,S,S,22,,109,299,,89,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
24Q013,737,128,148,168,167,126,,,,,,,,S,211,438,49,S,32,,124,248,S,145,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q014,538,93,97,127,142,79,,,,,,,,S,18,507,S,S,S,S,95,287,S,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q016,877,134,132,217,200,194,,,,,,,,S,42,822,S,S,T,,133,484,S,280,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q019,983,176,181,221,229,176,,,,,,,,S,28,947,S,S,T,,222,608,S,184,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q028,189,95,94,,,,,,,,,,,S,T,175,,,S,,46,131,,19,S,S,S,,,,,,,,,,,S,S,S,,,S,,S,S,,S
24Q049,219,24,27,26,30,36,38,21,17,,,,,S,46,56,S,S,111,,44,6,,6,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
24Q058,496,72,89,89,87,95,64,,,,,,,S,215,215,S,T,56,,79,68,S,20,S,S,S,S,S,S,S,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q061,763,,,,,,314,200,249,,,,,S,30,709,12,S,S,,113,370,T,179,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q068,185,33,40,46,35,31,,,,,,,,S,S,163,S,S,10,S,59,40,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q071,242,25,56,53,57,51,,,,,,,,9,10,141,S,S,76,,39,55,,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
24Q073,1304,,,,,,374,494,436,,,,,S,346,827,S,S,118,S,243,257,S,114,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q077,435,,,,,,145,155,135,,,,,S,27,376,S,S,26,,93,156,T,61,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q081,439,83,81,80,110,85,,,,,,,,S,22,391,S,S,20,S,114,182,S,36,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q087,210,20,22,28,33,23,27,21,36,,,,,S,12,122,S,S,71,S,54,23,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q088,193,45,39,39,38,32,,,,,,,,S,22,99,S,S,63,S,41,32,S,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q089,1122,212,205,213,253,239,,,,,,,,S,251,845,S,S,18,,192,533,S,141,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q091,241,29,51,73,49,39,,,,,,,,S,17,115,S,S,104,,54,22,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q093,599,,,,,,178,208,213,,,,,S,47,433,T,S,99,,108,119,S,58,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q102,751,93,88,82,85,86,106,91,120,,,,,S,483,222,15,S,22,,85,151,23,43,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q110,551,103,103,113,119,113,,,,,,,,S,41,505,S,,S,,90,257,S,124,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
24Q113,476,46,44,60,49,71,78,63,65,,,,,S,60,192,T,S,209,,64,34,S,14,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q119,667,50,70,44,78,73,120,114,118,,,,,T,T,166,9,11,205,,62,33,S,41,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
24Q125,679,,,,,,249,189,241,,,,,S,269,357,8,S,34,S,96,142,S,70,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q128,151,9,15,16,13,20,25,19,34,,,,,S,9,35,S,S,104,,24,S,,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
24Q143,981,175,194,210,209,193,,,,,,,,S,16,945,12,S,S,S,177,667,7,186,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q153,196,35,25,30,39,44,23,,,,,,,S,33,98,S,S,53,S,32,31,,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,S,S,S,S,S,,S
24Q199,308,45,63,70,69,61,,,,,,,,S,92,185,S,S,23,,71,123,S,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q211,419,94,118,98,63,46,,,,,,,,S,40,365,10,,S,S,88,221,S,186,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,S,S,S,S,S
24Q229,795,145,160,144,159,187,,,,,,,,S,337,316,8,S,128,S,152,68,8,33,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q236,214,,,,,,,,,75,36,61,42,S,40,154,T,,T,S,T,162,,46,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,,S
24Q239,230,37,46,46,45,56,,,,,,,,S,24,185,S,S,S,S,67,88,S,31,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
24Q264,266,,,,,,,,,108,71,39,48,S,57,143,13,,42,S,31,31,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
24Q267,314,,,,,,,,,105,84,66,59,S,52,214,16,,25,S,64,29,S,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
